OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
2023,2023-03-10,630,2023,2023-03-10,715,D52,Streets/Roadways/Highway,NO,NO,black,None,None,none,none,None,NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
2023,2023-03-10,1300,2023,2023-03-20,1333,D22,"Open Area, Park or Parking Lot",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO
2023,2023-03-10,1500,2023,2023-03-23,1028,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO
2023,2023-03-12,2200,2023,2023-03-16,1531,D11,Public Transportation,NO,NO,none,None,None,none,gay,None,NO,Assault Causing Bodily Harm,088,High Park North (88),088,High Park North (88),NO
2023,2023-03-13,1200,2023,2023-03-14,1428,D41,Other Commercial / Corporate Places ,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO
2023,2023-03-14,1702,2023,2023-03-14,1702,D53,Public Transportation,NO,NO,none,None,None,none,2slgbtq+,None,NO,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),NO
2023,2023-03-14,1316,2023,2023-03-14,1316,D51,Business/Retail,NO,NO,none,Indian,None,none,none,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES
2023,2023-03-16,1831,2023,2023-03-20,1333,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,black,None,None,none,none,Transgender Woman (Identifies As Woman),YES,Harassing Communications,062,East End-Danforth (62),062,East End-Danforth (62),NO
2023,2023-03-19,1350,2023,2023-03-19,1350,D12,Religious Place of Worship/Cultural Centre,NO,NO,none,Chinese,None,none,none,None,NO,Assault With a Weapon,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),NO
2023,2023-03-20,1248,2023,2023-03-20,1248,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,Indian,None,none,none,None,NO,Uttering Threats - Bodily Harm,074,North St.James Town (74),074,North St.James Town (74),NO
2023,2023-03-21,1800,2023,2023-03-30,2150,D14,Other Commercial / Corporate Places ,NO,NO,black,None,None,none,none,None,NO,Assault,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),NO
2023,2023-03-22,1030,2023,2023-03-23,1035,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Interfere With Property,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO
2023,2023-03-22,1100,2023,2023-03-22,1540,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO
2023,2023-03-24,1500,2023,2023-03-24,1510,D32,Public Transportation,NO,NO,south asian,None,None,none,none,None,NO,Assault,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
2023,2023-03-27,1000,2023,2023-03-29,847,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
2023,2023-03-28,1008,2023,2023-03-28,1509,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO
2023,2023-03-29,2300,2023,2023-03-30,642,D12,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,muslim,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",113,Weston (113),113,Weston (113),NO
2023,2023-03-29,1330,2023,2023-03-30,742,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
2023,2023-03-30,2000,2023,2023-03-31,2006,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Harassing Communications,066,Danforth (66),066,Danforth (66),NO
2023,2023-03-31,2300,2023,2023-04-01,1321,D52,Streets/Roadways/Highway,NO,NO,none,Chinese,None,none,none,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2023,2023-04-02,1810,2023,2023-04-02,1852,D51,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,none,gay,None,NO,Mischief Under $5000,074,North St.James Town (74),074,North St.James Town (74),NO
2023,2023-04-03,800,2023,2023-04-04,855,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,033,Clanton Park (33),033,Clanton Park (33),NO
2023,2023-04-03,2345,2023,2023-04-03,2345,D33,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,none,Transgender,NO,Mischief Under $5000,053,Henry Farm (53),053,Henry Farm (53),NO
2023,2023-04-04,2053,2023,2023-04-04,2053,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO
2023,2023-04-05,1000,2023,2023-04-11,1217,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,103,Lawrence Park South (103),103,Lawrence Park South (103),NO
2023,2023-04-05,1435,2023,2023-04-05,1449,D43,Business/Retail,NO,NO,none,None,None,muslim,none,None,NO,Assault,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),NO
2023,2023-04-05,430,2023,2023-04-08,1304,D33,Public Transportation,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,047,Don Valley Village (47),047,Don Valley Village (47),NO
2023,2023-04-05,1100,2023,2023-04-10,1058,D42,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,none,None,None,muslim,none,None,NO,Criminal Harassment,130,Milliken (130),130,Milliken (130),NO
2023,2023-04-06,535,2023,2023-04-13,838,D43,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,muslim,none,None,NO,Dangerous Operation Motor Vehicle,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),YES
2023,2023-04-06,1533,2023,2023-04-06,1533,D43,Other Commercial / Corporate Places ,NO,NO,none,None,None,muslim,none,None,NO,Criminal Harassment,156,Bendale-Glen Andrew (156),127,Bendale (127),YES
2023,2023-04-06,530,2023,2023-04-07,930,D41,Streets/Roadways/Highway,NO,NO,none,None,None,muslim,none,None,NO,Assault With a Weapon,157,Bendale South (157),127,Bendale (127),NO
2023,2023-04-10,1200,2023,2023-04-10,1520,D31,Streets/Roadways/Highway,NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),NO
2023,2023-04-11,800,2023,2023-04-11,949,D23,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO
2023,2023-04-12,2000,2023,2023-04-15,1614,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO
2023,2023-04-13,1,2023,2023-04-13,2143,D11,Streets/Roadways/Highway,NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,084,Little Portugal (84),084,Little Portugal (84),NO
2023,2023-04-13,1930,2023,2023-04-15,2246,D32,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO
2023,2023-04-14,2200,2023,2023-04-14,2215,D41,Business/Retail,NO,NO,none,None,None,none,gay,None,NO,Firearms Related Offence,124,Kennedy Park (124),124,Kennedy Park (124),NO
2023,2023-04-14,928,2023,2023-04-14,928,D33,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Mischief Under $5000,047,Don Valley Village (47),047,Don Valley Village (47),NO
2023,2023-04-14,1253,2023,2023-04-14,1253,D51,Streets/Roadways/Highway,NO,NO,black,None,None,none,none,None,NO,Assault With a Weapon,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),YES
2023,2023-04-14,1934,2023,2023-04-14,1934,D32,"Open Area, Park or Parking Lot",NO,NO,none,Chinese,None,none,none,None,NO,Assault With a Weapon,151,Yonge-Doris (151),051,Willowdale East (51),YES
2023,2023-04-15,1200,2023,2023-04-15,1601,D32,Public Transportation,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,035,Westminster-Branson (35),035,Westminster-Branson (35),NO
2023,2023-04-17,249,2023,2023-04-17,1728,D32,Other Commercial / Corporate Places ,NO,NO,white,None,None,none,none,None,NO,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),NO
2023,2023-04-17,1200,2023,2023-04-19,1014,D33,Other Commercial / Corporate Places ,NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,046,Pleasant View (46),046,Pleasant View (46),NO
2023,2023-04-18,725,2023,2023-04-18,725,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,079,University (79),079,University (79),NO
2023,2023-04-18,1000,2023,2023-04-18,1322,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,black,None,None,jewish,none,None,YES,Disturbing Religious Worship Or Certain Meetings,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2023,2023-04-18,1000,2023,2023-04-19,1617,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Interfere With Property,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),NO
2023,2023-04-20,2300,2023,2023-04-25,844,D13,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,107,Oakwood Village (107),107,Oakwood Village (107),NO
2023,2023-04-20,1830,2023,2023-04-20,1845,D43,Other Commercial / Corporate Places ,NO,NO,south asian,None,None,none,none,None,NO,Assault,156,Bendale-Glen Andrew (156),127,Bendale (127),YES
2023,2023-04-20,2225,2023,2023-04-20,2342,D52,Streets/Roadways/Highway,NO,NO,white,None,None,none,none,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2023,2023-04-21,1200,2023,2023-04-25,955,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO
2023,2023-04-22,2330,2023,2023-08-11,1146,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,Korean,None,none,none,None,NO,Uttering Threats - Bodily Harm,062,East End-Danforth (62),062,East End-Danforth (62),NO
2023,2023-04-24,1000,2023,2023-04-24,1008,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,other race not mentioned,Ukrainian,None,none,none,None,YES,Uttering Threats - Bodily Harm,018,New Toronto (18),018,New Toronto (18),NO
2023,2023-04-25,1700,2023,2023-04-25,2105,D32,Other Commercial / Corporate Places ,NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,151,Yonge-Doris (151),051,Willowdale East (51),NO
2023,2023-04-26,1600,2023,2023-04-26,1929,D55,"Open Area, Park or Parking Lot",NO,NO,none,None,None,none,gay,None,NO,Uttering Threats - Bodily Harm,061,Taylor-Massey (61),061,Taylor-Massey (61),NO
2023,2023-04-27,1400,2023,2023-04-28,838,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),NO
2023,2023-05-01,1929,2023,2023-05-01,1929,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,black,None,None,none,none,None,NO,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),YES
2023,2023-05-04,1240,2023,2023-05-05,919,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO
2023,2023-05-06,2200,2023,2023-05-11,857,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,"white, east/southeast asian",None,None,none,none,None,YES,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),NO
2023,2023-05-08,949,2023,2023-05-08,949,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,none,gay,None,NO,Uttering Threats - Bodily Harm,018,New Toronto (18),018,New Toronto (18),NO
2023,2023-05-09,2130,2023,2023-05-10,1409,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,muslim,none,None,NO,Mischief Under $5000,033,Clanton Park (33),033,Clanton Park (33),NO
2023,2023-05-09,0,2023,2023-05-15,938,D32,Other Commercial / Corporate Places ,NO,NO,east/southeast asian,Filipino,None,none,none,None,YES,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),NO
2023,2023-05-10,0,2023,2023-05-11,1147,D51,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Fail To Comply Probation,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
2023,2023-05-13,1457,2023,2023-05-15,1326,D13,Public Transportation,NO,NO,none,None,None,sikh,none,None,NO,Assault,102,Forest Hill North (102),102,Forest Hill North (102),NO
2023,2023-05-14,1815,2023,2023-05-14,1859,D51,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Criminal Harassment,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
2023,2023-05-15,1515,2023,2023-05-16,1024,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,143,West Rouge (143),131,Rouge (131),NO
2023,2023-05-16,1240,2023,2023-05-17,804,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO
2023,2023-05-16,806,2023,2023-05-16,1041,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,121,Oakridge (121),121,Oakridge (121),NO
2023,2023-05-17,1800,2023,2023-05-18,1029,D33,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Harassing Communications,052,Bayview Village (52),052,Bayview Village (52),NO
2023,2023-05-17,1400,2023,2023-05-17,1625,D11,Public Transportation,NO,NO,none,None,None,none,none,None,YES,Assault,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO
2023,2023-05-18,1051,2023,2023-05-18,1051,D32,Public Transportation,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
2023,2023-05-22,0,2023,2023-05-22,915,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
2023,2023-05-22,2200,2023,2023-05-23,734,D32,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
2023,2023-05-22,0,2023,2023-06-07,1021,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,hindu,none,None,NO,Uttering Threats - Bodily Harm,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),NO
2023,2023-05-23,940,2023,2023-05-23,1057,D55,Public Transportation,NO,NO,none,None,None,muslim,none,None,NO,Assault,062,East End-Danforth (62),062,East End-Danforth (62),NO
2023,2023-05-23,1200,2023,2023-05-28,1322,D52,Streets/Roadways/Highway,NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO
2023,2023-05-24,1850,2023,2023-05-25,1325,D52,"Open Area, Park or Parking Lot",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2023,2023-05-25,1238,2023,2023-05-25,1238,D52,Streets/Roadways/Highway,NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO
2023,2023-05-25,830,2023,2023-05-29,949,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,none,none,None,NO,Harassing Communications,173,North Toronto (173),104,Mount Pleasant West (104),NO
2023,2023-05-26,2127,2023,2023-05-26,2210,D13,Public Transportation,NO,NO,none,None,None,none,2slgbtq+,None,NO,Assault,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),YES
2023,2023-05-26,1425,2023,2023-05-26,1425,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,muslim,none,None,NO,Wilful Promotion of Hatred,147,L'Amoreaux West (147),117,L'Amoreaux (117),NO
2023,2023-05-26,920,2023,2023-05-26,1010,D14,Streets/Roadways/Highway,NO,NO,none,None,None,none,gay,None,NO,Assault,085,South Parkdale (85),085,South Parkdale (85),NO
2023,2023-05-26,1500,2023,2023-05-29,834,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Interfere With Property,143,West Rouge (143),131,Rouge (131),NO
2023,2023-06-01,700,2023,2023-06-07,1003,D13,Other Commercial / Corporate Places ,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,094,Wychwood (94),094,Wychwood (94),NO
2023,2023-06-02,2100,2023,2023-06-02,2343,D33,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Mischief Under $5000,047,Don Valley Village (47),047,Don Valley Village (47),NO
2023,2023-06-02,916,2023,2023-06-02,916,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO
2023,2023-06-02,2300,2023,2023-06-05,1128,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO
2023,2023-06-03,2230,2023,2023-06-03,2318,D52,Streets/Roadways/Highway,NO,NO,east/southeast asian,None,None,none,none,None,NO,Uttering Threats - Bodily Harm,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2023,2023-06-03,313,2023,2023-06-03,318,D52,Streets/Roadways/Highway,NO,NO,none,None,None,none,gay,None,NO,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO
2023,2023-06-03,130,2023,2023-06-03,159,D41,Streets/Roadways/Highway,NO,NO,none,None,None,none,2slgbtq+,None,NO,Assault,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),NO
2023,2023-06-05,1830,2023,2023-06-05,1830,D31,"Open Area, Park or Parking Lot",NO,NO,black,None,None,none,none,None,NO,Mischief Interfere With Property,022,Humbermede (22),022,Humbermede (22),NO
2023,2023-06-05,1200,2023,2023-06-23,1720,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Mischief Under $5000,148,East L'Amoreaux (148),117,L'Amoreaux (117),NO
2023,2023-06-06,2146,2023,2023-06-06,2146,D12,"Open Area, Park or Parking Lot",NO,NO,east/southeast asian,None,None,none,none,None,NO,Mischief Under $5000,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),NO
2023,2023-06-07,1254,2023,2023-06-07,1254,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,Chinese,None,none,none,None,NO,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO
2023,2023-06-08,1159,2023,2023-06-08,1159,D53,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,none,2slgbtq+,None,NO,Mischief Under $5000,056,Leaside-Bennington (56),056,Leaside-Bennington (56),NO
2023,2023-06-08,1400,2023,2023-07-10,1911,D31,Other Commercial / Corporate Places ,NO,NO,black,None,None,none,none,None,NO,Assault With a Weapon,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),YES
2023,2023-06-09,1200,2023,2023-06-13,1743,D51,Streets/Roadways/Highway,NO,NO,"black, indigenous",None,None,none,none,None,YES,Assault,073,Moss Park (73),073,Moss Park (73),YES
2023,2023-06-09,0,2023,2023-06-16,1154,D32,Streets/Roadways/Highway,NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,050,Newtonbrook East (50),050,Newtonbrook East (50),NO
2023,2023-06-10,1930,2023,2023-06-12,1135,D55,Streets/Roadways/Highway,NO,NO,none,None,None,none,lesbian,None,NO,Uttering Threats - Bodily Harm,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),YES
2023,2023-06-10,1408,2023,2023-06-24,1200,D11,Streets/Roadways/Highway,NO,NO,none,Indian,None,none,none,None,NO,Assault,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),NO
2023,2023-06-11,1140,2023,2023-06-14,959,D53,"Open Area, Park or Parking Lot",NO,NO,east/southeast asian,None,None,none,none,None,NO,Uttering Threats - Bodily Harm,103,Lawrence Park South (103),103,Lawrence Park South (103),NO
2023,2023-06-11,1119,2023,2023-06-11,1119,D32,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
2023,2023-06-11,2330,2023,2023-06-12,13,D41,Non-Commercial/Non for Profit,NO,NO,none,None,None,none,none,Transgender Woman (Identifies As Woman),NO,Uttering Threats - Bodily Harm,124,Kennedy Park (124),124,Kennedy Park (124),NO
2023,2023-06-12,1532,2023,2023-06-12,1542,D31,Public Transportation,NO,NO,none,None,None,none,2slgbtq+,None,NO,Assault,027,York University Heights (27),027,York University Heights (27),NO
2023,2023-06-12,1721,2023,2023-06-12,1934,D53,Business/Retail,NO,NO,none,None,None,none,2slgbtq+,None,NO,Harassing Communications,095,Annex (95),095,Annex (95),NO
2023,2023-06-13,1700,2023,2023-06-15,1128,D55,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Mischief Under $5000,057,Broadview North (57),057,Broadview North (57),NO
2023,2023-06-15,922,2023,2023-06-15,922,D53,Streets/Roadways/Highway,NO,NO,south asian,None,None,none,none,None,NO,Assault With a Weapon,099,Mount Pleasant East (99),099,Mount Pleasant East (99),YES
2023,2023-06-16,1126,2023,2023-06-16,2349,D32,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
2023,2023-06-16,1200,2023,2023-06-16,1304,D33,Streets/Roadways/Highway,NO,NO,east/southeast asian,None,None,none,none,None,NO,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO
2023,2023-06-17,1200,2023,2023-06-18,1318,D12,Public Transportation,NO,NO,east/southeast asian,None,None,none,none,None,NO,Mischief Under $5000,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),NO
2023,2023-06-18,1522,2023,2023-06-18,1522,D42,Public Transportation,NO,NO,black,None,None,none,none,None,NO,Assault,144,Morningside Heights (144),131,Rouge (131),NO
2023,2023-06-19,1540,2023,2023-06-19,1540,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,none,gay,None,NO,Criminal Harassment,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),NO
2023,2023-06-19,0,2023,2023-06-19,1101,D13,Public Transportation,NO,NO,none,None,None,none,2slgbtq+,None,NO,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),NO
2023,2023-06-19,1013,2023,2023-06-19,1013,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
2023,2023-06-19,2300,2023,2023-06-20,852,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,jewish,2slgbtq+,None,YES,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
2023,2023-06-20,1537,2023,2023-06-20,1537,D13,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,gay,None,NO,Criminal Harassment,101,Forest Hill South (101),101,Forest Hill South (101),NO
2023,2023-06-22,1940,2023,2023-06-23,1402,D22,Public Transportation,NO,NO,none,None,None,none,gay,None,NO,Assault,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO
2023,2023-06-23,2037,2023,2023-06-23,2037,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Wilful Promotion of Hatred,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),NO
2023,2023-06-23,2007,2023,2023-06-23,2007,D41,Public Transportation,NO,NO,south asian,None,None,none,none,None,NO,Assault,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO
2023,2023-06-23,2030,2023,2023-06-24,1633,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Mischief Under $5000,063,The Beaches (63),063,The Beaches (63),YES
2023,2023-06-25,1040,2023,2023-06-25,1040,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Theft,148,East L'Amoreaux (148),117,L'Amoreaux (117),NO
2023,2023-06-26,1248,2023,2023-06-27,1421,D55,Public Transportation,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO
2023,2023-06-27,930,2023,2023-06-28,908,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
2023,2023-06-28,1600,2023,2023-06-29,1641,D42,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),NO
