OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
2018,2018-01-03,1200,2018,2018-01-05,1321,D13,Other Commercial / Corporate Places ,NO,NO,none,None,None,jewish,none,None,NO,Wilful Promotion of Hatred,102,Forest Hill North (102),102,Forest Hill North (102),NO
2018,2018-01-10,2145,2018,2018-01-10,2146,D14,Public Transportation,NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,095,Annex (95),095,Annex (95),NO
2018,2018-01-19,2021,2018,2018-01-19,2021,D12,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,028,Rustic (28),028,Rustic (28),NO
2018,2018-01-19,1800,2018,2018-01-20,55,D52,Public Transportation,NO,NO,none,None,None,muslim,none,None,NO,Assault,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),NO
2018,2018-01-26,1800,2018,2018-01-28,1326,D31,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO
2018,2018-01-27,1158,2018,2018-01-27,1158,D51,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,073,Moss Park (73),073,Moss Park (73),NO
2018,2018-02-01,1000,2018,2018-02-01,1035,D13,Business/Retail,NO,NO,none,None,None,jewish,none,None,NO,Uttering Threats - Bodily Harm,102,Forest Hill North (102),102,Forest Hill North (102),NO
2018,2018-02-01,127,2018,2018-02-01,127,D12,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Mischief Under $5000,113,Weston (113),113,Weston (113),NO
2018,2018-02-02,900,2018,2018-02-09,939,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,muslim,none,None,NO,Mischief Under $5000,079,University (79),079,University (79),NO
2018,2018-02-05,1257,2018,2018-02-13,941,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,134,Highland Creek (134),134,Highland Creek (134),NO
2018,2018-02-12,2140,2018,2018-02-12,2239,D51,Public Transportation,NO,NO,none,None,None,none,gay,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
2018,2018-02-13,600,2018,2018-02-13,843,NSA,"Open Area, Park or Parking Lot",NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,NSA,NSA,NSA,NSA,NO
2018,2018-02-16,1300,2018,2018-02-16,1357,D53,Other Commercial / Corporate Places ,NO,NO,none,None,None,jewish,none,None,NO,Uttering Threats - Bodily Harm,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),NO
2018,2018-02-17,1755,2018,2018-02-17,2006,D22,Government Building,NO,NO,none,None,None,none,none,Transgender Woman (Identifies As Woman),NO,Assault,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),NO
2018,2018-02-20,2136,2018,2018-02-20,2136,D52,Other Commercial / Corporate Places ,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO
2018,2018-02-21,900,2018,2018-02-22,2039,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,058,Old East York (58),058,Old East York (58),NO
2018,2018-02-22,500,2018,2018-02-22,1751,D31,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO
2018,2018-02-23,1610,2018,2018-02-23,1617,D51,Streets/Roadways/Highway,NO,NO,none,Chinese,None,none,none,None,NO,Assault,073,Moss Park (73),073,Moss Park (73),YES
2018,2018-02-24,1045,2018,2018-02-24,1047,D32,Other Commercial / Corporate Places ,NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,105,Lawrence Park North (105),105,Lawrence Park North (105),NO
2018,2018-02-27,943,2018,2018-02-27,951,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,black,None,None,none,none,None,NO,Assault,NSA,NSA,NSA,NSA,YES
2018,2018-03-01,1545,2018,2018-03-01,1559,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,Iranian,None,none,none,None,NO,Criminal Harassment,027,York University Heights (27),027,York University Heights (27),NO
2018,2018-03-05,1100,2018,2018-03-05,1239,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,none,none,None,NO,Mischief Interfere With Property,027,York University Heights (27),027,York University Heights (27),NO
2018,2018-03-06,700,2018,2018-03-06,1531,D53,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,black,"Chinese, Arab",None,jewish,none,None,YES,Uttering Threats - Bodily Harm,173,North Toronto (173),104,Mount Pleasant West (104),NO
2018,2018-03-06,1430,2018,2018-03-06,1811,D32,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,jewish,none,None,NO,Uttering Threats - Bodily Harm,035,Westminster-Branson (35),035,Westminster-Branson (35),NO
2018,2018-03-09,1900,2018,2018-03-10,905,D11,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),NO
2018,2018-03-16,1800,2018,2018-03-17,1336,D52,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2018,2018-03-22,620,2018,2018-03-22,1616,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
2018,2018-03-27,2130,2018,2018-03-30,1130,D13,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Interfere With Property,094,Wychwood (94),094,Wychwood (94),NO
2018,2018-03-28,1345,2018,2018-05-08,838,D12,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),NO
2018,2018-03-28,1357,2018,2018-04-03,1349,D31,Other Commercial / Corporate Places ,NO,NO,none,None,None,jewish,none,None,NO,Uttering Threats - Bodily Harm,021,Humber Summit (21),021,Humber Summit (21),YES
2018,2018-04-08,1600,2018,2018-04-09,1348,D22,Religious Place of Worship/Cultural Centre,NO,NO,none,Korean,None,none,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),NO
2018,2018-04-12,812,2018,2018-04-12,812,D51,Streets/Roadways/Highway,NO,NO,none,None,None,none,none,Woman,NO,Assault With a Weapon,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
2018,2018-04-13,1045,2018,2018-04-13,1045,D51,Non-Commercial/Non for Profit,NO,NO,black,None,None,none,none,None,NO,Criminal Harassment,073,Moss Park (73),073,Moss Park (73),NO
2018,2018-04-13,900,2018,2018-04-13,1032,D52,Streets/Roadways/Highway,NO,NO,none,None,None,none,none,Woman,NO,Assault Causing Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES
2018,2018-04-14,1709,2018,2018-04-16,1541,D52,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Uttering Threats - Bodily Harm,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO
2018,2018-04-15,1049,2018,2018-04-15,1222,D51,Other Commercial / Corporate Places ,NO,NO,none,None,None,none,none,Woman,NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
2018,2018-04-16,620,2018,2018-04-19,745,D52,Other Commercial / Corporate Places ,NO,NO,none,None,None,none,none,Woman,NO,Assault With a Weapon,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),YES
2018,2018-04-19,258,2018,2018-04-19,258,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
2018,2018-04-20,2030,2018,2018-04-21,1211,D51,Streets/Roadways/Highway,NO,NO,black,None,None,none,none,None,NO,Assault,073,Moss Park (73),073,Moss Park (73),NO
2018,2018-04-20,1600,2018,2018-04-24,1400,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,"jewish, muslim",none,None,YES,Mischief Interfere With Property,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),NO
2018,2018-04-22,1926,2018,2018-05-23,2002,D22,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,jewish,none,None,NO,Uttering Threats - Bodily Harm,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),NO
2018,2018-04-25,1900,2018,2018-04-26,1155,D53,Other Commercial / Corporate Places ,NO,NO,none,None,None,muslim,none,None,NO,Mischief Under $5000,103,Lawrence Park South (103),103,Lawrence Park South (103),YES
2018,2018-04-26,1,2018,2018-04-26,19,D55,Streets/Roadways/Highway,NO,NO,none,None,None,muslim,lesbian,None,YES,Assault,070,South Riverdale (70),070,South Riverdale (70),NO
2018,2018-04-28,2100,2018,2018-04-29,1813,D13,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,gay,None,NO,Mischief Under $5000,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),NO
2018,2018-05-05,105,2018,2018-05-05,354,D43,Public Transportation,NO,NO,none,Chinese,None,none,none,None,NO,Assault,134,Highland Creek (134),134,Highland Creek (134),NO
2018,2018-05-14,615,2018,2018-05-16,1634,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,173,North Toronto (173),104,Mount Pleasant West (104),NO
2018,2018-05-16,951,2018,2018-06-25,702,NSA,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,Chinese,None,none,none,None,NO,Uttering Threats - Bodily Harm,NSA,NSA,NSA,NSA,NO
2018,2018-05-17,1825,2018,2018-05-17,1833,D52,Streets/Roadways/Highway,NO,NO,none,None,None,muslim,none,None,NO,Mischief Interfere With Property,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
2018,2018-05-19,1450,2018,2018-05-19,1451,D33,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,black,None,None,none,none,None,NO,Assault With a Weapon,043,Victoria Village (43),043,Victoria Village (43),YES
2018,2018-05-21,948,2018,2018-05-21,948,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,muslim,none,None,NO,Mischief Under $5000,138,Eglinton East (138),138,Eglinton East (138),NO
2018,2018-05-24,1,2018,2018-07-26,1554,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO
2018,2018-05-29,1700,2018,2018-05-29,1810,D23,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,gay,None,NO,Uttering Threats - Bodily Harm,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO
2018,2018-05-29,2030,2018,2018-05-30,1312,D13,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,jewish,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",094,Wychwood (94),094,Wychwood (94),NO
2018,2018-05-31,1212,2018,2018-05-31,1212,D55,"Open Area, Park or Parking Lot",NO,NO,"black, white",None,None,none,2slgbtq+,None,YES,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO
2018,2018-05-31,1900,2018,2018-06-01,853,D55,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO
2018,2018-06-01,1225,2018,2018-06-01,1225,D53,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,christian orthodox,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",095,Annex (95),095,Annex (95),NO
2018,2018-06-06,1557,2018,2018-06-06,1803,D31,Public Transportation,NO,NO,none,None,None,muslim,none,Woman,YES,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),YES
2018,2018-06-06,1500,2018,2018-06-06,1502,D31,Streets/Roadways/Highway,NO,NO,none,None,None,muslim,none,Woman,YES,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),YES
2018,2018-06-06,2152,2018,2018-06-06,2152,D31,Streets/Roadways/Highway,NO,NO,none,None,None,muslim,none,Woman,YES,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),YES
2018,2018-06-07,1952,2018,2018-06-07,2003,D31,Streets/Roadways/Highway,NO,NO,none,None,None,muslim,none,Woman,YES,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),YES
2018,2018-06-12,550,2018,2018-06-12,615,D55,Public Transportation,NO,NO,none,None,None,muslim,none,None,NO,Uttering Threats - Bodily Harm,044,Flemingdon Park (44),044,Flemingdon Park (44),YES
2018,2018-06-22,1418,2018,2018-07-11,1509,D32,Other Commercial / Corporate Places ,NO,NO,none,Iranian,None,none,none,None,NO,Uttering Threats - Property,050,Newtonbrook East (50),050,Newtonbrook East (50),YES
2018,2018-06-23,746,2018,2018-06-23,746,D52,Public Transportation,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2018,2018-06-24,553,2018,2018-06-24,2054,D52,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,gay,None,NO,Uttering Threats - Bodily Harm,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO
2018,2018-06-26,700,2018,2018-06-26,1537,D51,Business/Retail,NO,NO,none,None,None,none,2slgbtq+,None,NO,Arson,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
2018,2018-06-26,1452,2018,2018-06-26,1452,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,Indian,None,none,gay,None,YES,Public Incitement of Hatred ,027,York University Heights (27),027,York University Heights (27),NO
2018,2018-06-27,1700,2018,2018-06-28,1008,D55,Public Transportation,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,062,East End-Danforth (62),062,East End-Danforth (62),NO
2018,2018-06-29,736,2018,2018-06-29,800,D52,Public Transportation,NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO
2018,2018-07-04,1600,2018,2018-07-23,1407,D51,Public Transportation,NO,NO,none,None,None,muslim,none,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
2018,2018-07-10,0,2018,2018-07-11,2221,D52,Business/Retail,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO
2018,2018-07-14,445,2018,2018-07-14,452,D32,Streets/Roadways/Highway,NO,NO,none,Indian,None,none,none,None,NO,Assault,152,East Willowdale (152),051,Willowdale East (51),NO
2018,2018-07-21,1304,2018,2018-07-21,1304,D32,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,jewish,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",034,Bathurst Manor (34),034,Bathurst Manor (34),NO
2018,2018-07-23,1823,2018,2018-07-23,1823,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,none,None,None,muslim,none,None,NO,Assault,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),YES
2018,2018-07-23,0,2018,2018-08-13,2305,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Theft,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO
2018,2018-07-24,1900,2018,2018-07-25,1218,D55,"Open Area, Park or Parking Lot",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,043,Victoria Village (43),043,Victoria Village (43),NO
2018,2018-07-26,1700,2018,2018-07-27,816,D51,Other Commercial / Corporate Places ,NO,NO,none,Iranian,None,none,none,None,NO,Mischief Under $5000,073,Moss Park (73),073,Moss Park (73),NO
2018,2018-07-29,1842,2018,2018-07-29,2010,D11,"Open Area, Park or Parking Lot",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,087,High Park-Swansea (87),087,High Park-Swansea (87),NO
2018,2018-07-31,2000,2018,2018-08-01,1046,D14,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,"christian orthodox, jewish",none,None,YES,"Mischief To Religious Property, Educational Institutions, Etc.",172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
2018,2018-08-02,1200,2018,2018-08-03,1523,D51,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,2slgbtq+,None,YES,Mischief Under $5000,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
2018,2018-08-03,1148,2018,2018-08-03,1148,D22,"Open Area, Park or Parking Lot",NO,NO,none,None,None,muslim,none,None,NO,Mischief Under $5000,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),NO
2018,2018-08-03,1200,2018,2018-08-06,1426,D13,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),NO
2018,2018-08-08,1819,2018,2018-08-08,1819,D53,Streets/Roadways/Highway,NO,NO,none,None,None,none,2slgbtq+,None,NO,Assault With a Weapon,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
2018,2018-08-09,1939,2018,2018-08-09,1939,D42,Business/Retail,NO,NO,none,None,None,muslim,none,None,NO,Assault,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),YES
2018,2018-08-11,1130,2018,2018-08-11,1130,D52,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO
2018,2018-08-12,1720,2018,2018-08-12,1732,D12,Streets/Roadways/Highway,NO,NO,none,None,None,none,none,Transgender Man (Identifies As Man),NO,Assault,090,Junction Area (90),090,Junction Area (90),NO
2018,2018-08-14,1000,2018,2018-08-14,1204,D22,"Open Area, Park or Parking Lot",NO,NO,none,None,None,muslim,none,None,NO,Mischief Under $5000,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),NO
2018,2018-08-14,1,2018,2018-08-15,1332,D32,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,jewish,none,None,NO,Indecent Communications,034,Bathurst Manor (34),034,Bathurst Manor (34),YES
2018,2018-08-19,1546,2018,2018-08-19,1546,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,083,Dufferin Grove (83),083,Dufferin Grove (83),NO
2018,2018-08-20,1,2018,2018-09-06,1211,D22,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,black,None,None,none,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",018,New Toronto (18),018,New Toronto (18),NO
2018,2018-08-21,2100,2018,2018-08-23,2240,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,none,gay,None,NO,Assault,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
2018,2018-08-22,1645,2018,2018-08-22,1846,D51,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,black,None,None,none,2slgbtq+,None,YES,Mischief Under $5000,073,Moss Park (73),073,Moss Park (73),NO
2018,2018-08-25,2310,2018,2018-08-25,2311,D22,Streets/Roadways/Highway,NO,NO,none,Arab,None,none,none,None,NO,Assault With a Weapon,015,Kingsway South (15),015,Kingsway South (15),NO
2018,2018-08-27,1457,2018,2018-08-27,1553,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,134,Highland Creek (134),134,Highland Creek (134),NO
2018,2018-08-30,0,2018,2018-09-04,1342,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO
2018,2018-08-31,1315,2018,2018-08-31,1654,D53,Streets/Roadways/Highway,NO,NO,none,None,None,none,2slgbtq+,None,NO,Assault,095,Annex (95),095,Annex (95),NO
2018,2018-09-04,800,2018,2018-09-04,2017,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO
2018,2018-09-04,900,2019,2019-03-01,1523,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,050,Newtonbrook East (50),050,Newtonbrook East (50),NO
2018,2018-09-15,2357,2018,2018-09-16,0,D52,Streets/Roadways/Highway,NO,NO,none,None,None,muslim,none,None,NO,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES
2018,2018-09-19,1300,2018,2018-09-19,1608,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Interfere With Property,027,York University Heights (27),027,York University Heights (27),NO
2018,2018-09-20,1600,2018,2018-09-21,1130,D14,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,none,2slgbtq+,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",084,Little Portugal (84),084,Little Portugal (84),NO
2018,2018-09-21,2233,2018,2018-09-21,2356,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
2018,2018-09-21,1,2018,2018-10-04,900,D22,Other Commercial / Corporate Places ,NO,NO,black,None,None,jewish,none,None,YES,Uttering Threats - Bodily Harm,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO
2018,2018-10-01,0,2018,2018-11-03,1243,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
2018,2018-10-02,1200,2018,2018-10-02,1306,D42,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,none,Pakistani,None,none,none,None,NO,Indecent Communications,146,Malvern East (146),132,Malvern (132),NO
2018,2018-10-04,1,2018,2018-10-11,1035,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Indecent Communications,034,Bathurst Manor (34),034,Bathurst Manor (34),NO
2018,2018-10-05,1600,2018,2018-10-09,1220,D13,Religious Place of Worship/Cultural Centre,NO,NO,none,Israeli,None,none,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",107,Oakwood Village (107),107,Oakwood Village (107),NO
2018,2018-10-07,2000,2018,2018-10-09,842,D13,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),NO
2018,2018-10-07,1230,2018,2018-10-12,2221,D22,Religious Place of Worship/Cultural Centre,NO,NO,black,None,None,none,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",018,New Toronto (18),018,New Toronto (18),NO
2018,2018-10-08,1240,2018,2018-10-08,1241,NSA,"Open Area, Park or Parking Lot",NO,NO,black,None,None,none,2slgbtq+,None,YES,Mischief Under $5000,NSA,NSA,NSA,NSA,NO
2018,2018-10-09,800,2018,2018-10-11,1404,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO
2018,2018-10-22,1417,2018,2018-10-24,1910,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,099,Mount Pleasant East (99),099,Mount Pleasant East (99),YES
2018,2018-10-25,710,2018,2018-10-25,1205,D14,Streets/Roadways/Highway,NO,NO,indigenous,None,None,none,none,None,NO,Assault,162,West Queen West (162),082,Niagara (82),NO
2018,2018-10-26,800,2018,2018-10-28,1120,D13,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,101,Forest Hill South (101),101,Forest Hill South (101),NO
2018,2018-10-27,0,2018,2018-10-29,846,D11,Business/Retail,NO,NO,none,None,None,jewish,2slgbtq+,None,YES,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO
2018,2018-10-27,908,2018,2018-10-31,908,D13,Other Commercial / Corporate Places ,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,094,Wychwood (94),094,Wychwood (94),NO
2018,2018-10-29,2204,2018,2018-10-29,2204,D53,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),NO
2018,2018-10-30,1600,2018,2018-10-30,1754,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,Indian,None,jewish,none,None,YES,Mischief Under $5000,048,Hillcrest Village (48),048,Hillcrest Village (48),NO
2018,2018-11-04,1136,2018,2018-11-04,1136,D51,Streets/Roadways/Highway,NO,NO,none,Chinese,None,none,2slgbtq+,None,YES,Assault With a Weapon,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
2018,2018-11-04,1113,2018,2018-11-04,1113,D55,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),NO
2018,2018-11-08,1,2018,2018-11-09,1143,D42,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,muslim,none,None,NO,Uttering Threats - Bodily Harm,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),NO
2018,2018-11-10,13,2018,2018-11-12,1242,D14,Business/Retail,NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,163,Fort York-Liberty Village (163),082,Niagara (82),NO
2018,2018-11-11,2002,2018,2018-11-11,2002,D13,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Robbery,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO
2018,2018-11-18,1110,2018,2018-11-18,1118,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,muslim,none,None,NO,Assault,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),NO
